timestamp,load,generated_power
2024-01-04 22:00:00,2.207,0.064
2024-01-04 23:00:00,2.383,0.0
2024-01-05 00:00:00,2.327,0.0
2024-01-05 01:00:00,2.487,0.0
2024-01-05 02:00:00,2.248,0.0
2024-01-05 03:00:00,2.138,0.051
2024-01-05 04:00:00,2.099,0.221
2024-01-05 05:00:00,2.022,0.142
2024-01-05 06:00:00,1.94,0.017
2024-01-05 07:00:00,2.019,0.45
2024-01-05 08:00:00,2.021,1.21
2024-01-05 09:00:00,2.124,1.619
2024-01-05 10:00:00,2.086,2.099
2024-01-05 11:00:00,2.14,2.181
2024-01-05 12:00:00,2.182,2.615
2024-01-05 13:00:00,2.139,2.337
2024-01-05 14:00:00,2.042,2.414
2024-01-05 15:00:00,2.003,1.52
2024-01-05 16:00:00,1.696,1.254
2024-01-05 17:00:00,2.071,0.386
2024-01-05 18:00:00,2.007,0.016
2024-01-05 19:00:00,1.944,0.0
2024-01-05 20:00:00,2.041,0.22
2024-01-05 21:00:00,2.186,0.153
2024-01-05 22:00:00,2.473,0.0
2024-01-05 23:00:00,2.369,0.173
2024-01-06 00:00:00,2.382,0.317
2024-01-06 01:00:00,2.409,0.024
2024-01-06 02:00:00,2.364,0.055
2024-01-06 03:00:00,2.362,0.018
2024-01-06 04:00:00,2.1,0.141
2024-01-06 05:00:00,2.027,0.078
2024-01-06 06:00:00,1.931,0.0
2024-01-06 07:00:00,2.002,0.581
2024-01-06 08:00:00,2.163,1.3
2024-01-06 09:00:00,2.118,1.458
2024-01-06 10:00:00,2.204,2.403
2024-01-06 11:00:00,2.267,2.063
2024-01-06 12:00:00,2.161,1.968
2024-01-06 13:00:00,2.221,2.414
2024-01-06 14:00:00,2.165,1.738
2024-01-06 15:00:00,1.893,1.2
2024-01-06 16:00:00,1.923,1.439
2024-01-06 17:00:00,1.833,0.613
2024-01-06 18:00:00,2.051,0.157
2024-01-06 19:00:00,2.043,0.0
2024-01-06 20:00:00,2.078,0.0
2024-01-06 21:00:00,2.331,0.0
2024-01-06 22:00:00,2.203,0.031
2024-01-06 23:00:00,2.503,0.133
2024-01-07 00:00:00,2.471,0.0
2024-01-07 01:00:00,2.237,0.298
2024-01-07 02:00:00,2.158,0.189
2024-01-07 03:00:00,2.289,0.063
2024-01-07 04:00:00,2.146,0.034
2024-01-07 05:00:00,1.993,0.057
2024-01-07 06:00:00,2.005,0.0
2024-01-07 07:00:00,1.988,0.638
2024-01-07 08:00:00,2.0,0.947
2024-01-07 09:00:00,1.971,1.824
2024-01-07 10:00:00,2.438,2.153
2024-01-07 11:00:00,2.279,2.526
2024-01-07 12:00:00,2.201,2.106
2024-01-07 13:00:00,2.254,2.67
2024-01-07 14:00:00,2.028,2.203
2024-01-07 15:00:00,1.965,1.742
2024-01-07 16:00:00,1.882,1.381
2024-01-07 17:00:00,2.043,0.201
2024-01-07 18:00:00,1.994,0.026
2024-01-07 19:00:00,2.002,0.074
2024-01-07 20:00:00,2.059,0.018
2024-01-07 21:00:00,2.155,0.0
2024-01-07 22:00:00,2.474,0.0
2024-01-07 23:00:00,2.528,0.0
2024-01-08 00:00:00,2.42,0.0
2024-01-08 01:00:00,2.434,0.0
2024-01-08 02:00:00,2.337,0.279
2024-01-08 03:00:00,2.046,0.124
2024-01-08 04:00:00,2.158,0.05
2024-01-08 05:00:00,1.914,0.045
2024-01-08 06:00:00,2.087,0.0
2024-01-08 07:00:00,2.114,0.796
2024-01-08 08:00:00,2.104,1.479
2024-01-08 09:00:00,1.968,1.356
2024-01-08 10:00:00,2.06,2.11
2024-01-08 11:00:00,2.191,1.929
2024-01-08 12:00:00,2.253,2.753
2024-01-08 13:00:00,2.265,1.989
2024-01-08 14:00:00,2.149,1.84
2024-01-08 15:00:00,2.024,1.316
2024-01-08 16:00:00,2.03,1.359
2024-01-08 17:00:00,1.75,0.471
2024-01-08 18:00:00,1.93,0.0
2024-01-08 19:00:00,2.109,0.006
2024-01-08 20:00:00,2.056,0.001
2024-01-08 21:00:00,2.262,0.065
2024-01-08 22:00:00,2.281,0.086
2024-01-08 23:00:00,2.212,0.011
2024-01-09 00:00:00,2.34,0.009
2024-01-09 01:00:00,2.468,0.0
2024-01-09 02:00:00,2.25,0.002
2024-01-09 03:00:00,2.164,0.003
2024-01-09 04:00:00,2.193,0.052
2024-01-09 05:00:00,2.146,0.0
2024-01-09 06:00:00,2.059,0.101
2024-01-09 07:00:00,2.02,0.908
2024-01-09 08:00:00,2.104,1.117
2024-01-09 09:00:00,2.184,1.716
2024-01-09 10:00:00,2.285,1.833
2024-01-09 11:00:00,2.165,2.519
2024-01-09 12:00:00,2.055,2.298
2024-01-09 13:00:00,2.186,2.562
2024-01-09 14:00:00,2.057,1.965
2024-01-09 15:00:00,2.035,1.737
2024-01-09 16:00:00,1.915,1.076
2024-01-09 17:00:00,1.838,0.634
2024-01-09 18:00:00,1.96,0.0
2024-01-09 19:00:00,1.982,0.109
2024-01-09 20:00:00,2.142,0.0
2024-01-09 21:00:00,2.086,0.084
2024-01-09 22:00:00,2.34,0.0
2024-01-09 23:00:00,2.331,0.257
2024-01-10 00:00:00,2.441,0.004
2024-01-10 01:00:00,2.431,0.059
2024-01-10 02:00:00,2.393,0.177
2024-01-10 03:00:00,2.418,0.0
2024-01-10 04:00:00,2.156,0.094
2024-01-10 05:00:00,1.995,0.348
2024-01-10 06:00:00,1.97,0.0
2024-01-10 07:00:00,2.02,0.665
2024-01-10 08:00:00,2.04,1.15
2024-01-10 09:00:00,2.376,1.436
2024-01-10 10:00:00,2.209,2.048
2024-01-10 11:00:00,2.16,1.743
2024-01-10 12:00:00,2.162,2.024
2024-01-10 13:00:00,2.03,1.697
2024-01-10 14:00:00,1.942,2.016
2024-01-10 15:00:00,1.954,1.542
2024-01-10 16:00:00,1.913,0.908
2024-01-10 17:00:00,1.708,0.769
2024-01-10 18:00:00,2.07,0.038
2024-01-10 19:00:00,2.061,0.01
2024-01-10 20:00:00,2.1,0.078
2024-01-10 21:00:00,2.249,0.04
2024-01-10 22:00:00,2.12,0.026
2024-01-10 23:00:00,2.514,0.0
2024-01-11 00:00:00,2.272,0.047
2024-01-11 01:00:00,2.356,0.019
2024-01-11 02:00:00,2.201,0.122
2024-01-11 03:00:00,2.208,0.0
2024-01-11 04:00:00,2.135,0.209
2024-01-11 05:00:00,2.036,0.387
2024-01-11 06:00:00,2.144,0.255
2024-01-11 07:00:00,2.16,0.496
2024-01-11 08:00:00,2.153,1.044
2024-01-11 09:00:00,2.294,1.755
2024-01-11 10:00:00,2.116,2.152
2024-01-11 11:00:00,2.352,1.781
2024-01-11 12:00:00,2.192,2.189
2024-01-11 13:00:00,2.283,2.372
2024-01-11 14:00:00,2.049,1.86
2024-01-11 15:00:00,2.055,1.385
2024-01-11 16:00:00,1.951,1.598
2024-01-11 17:00:00,1.9,0.701
2024-01-11 18:00:00,1.858,0.0
2024-01-11 19:00:00,2.038,0.21
2024-01-11 20:00:00,2.135,0.128
2024-01-11 21:00:00,2.287,0.0
2024-01-11 22:00:00,2.131,0.0
2024-01-11 23:00:00,2.373,0.139
2024-01-12 00:00:00,2.487,0.114
2024-01-12 01:00:00,2.33,0.043
2024-01-12 02:00:00,2.27,0.157
2024-01-12 03:00:00,2.192,0.0
2024-01-12 04:00:00,2.191,0.024
2024-01-12 05:00:00,2.092,0.078
2024-01-12 06:00:00,1.942,0.051
2024-01-12 07:00:00,2.001,0.704
2024-01-12 08:00:00,2.014,1.265
2024-01-12 09:00:00,1.924,2.058
2024-01-12 10:00:00,2.004,1.83
2024-01-12 11:00:00,2.225,2.177
2024-01-12 12:00:00,2.225,2.232
2024-01-12 13:00:00,2.284,2.231
2024-01-12 14:00:00,2.136,1.615
2024-01-12 15:00:00,2.139,1.714
2024-01-12 16:00:00,1.8,1.104
2024-01-12 17:00:00,1.825,0.538
2024-01-12 18:00:00,1.998,0.095
2024-01-12 19:00:00,1.895,0.032
2024-01-12 20:00:00,2.041,0.028
2024-01-12 21:00:00,2.203,0.037
2024-01-12 22:00:00,2.24,0.091
2024-01-12 23:00:00,2.285,0.02
2024-01-13 00:00:00,2.436,0.0
2024-01-13 01:00:00,2.292,0.0
2024-01-13 02:00:00,2.215,0.064
2024-01-13 03:00:00,2.356,0.069
2024-01-13 04:00:00,2.299,0.016
2024-01-13 05:00:00,2.021,0.063
2024-01-13 06:00:00,2.004,0.043
2024-01-13 07:00:00,1.984,0.828
2024-01-13 08:00:00,2.038,0.988
2024-01-13 09:00:00,2.234,1.454
2024-01-13 10:00:00,2.198,2.22
2024-01-13 11:00:00,2.191,2.384
2024-01-13 12:00:00,2.199,1.949
2024-01-13 13:00:00,2.089,2.336
2024-01-13 14:00:00,2.196,2.2
2024-01-13 15:00:00,2.054,1.711
2024-01-13 16:00:00,1.967,1.561
2024-01-13 17:00:00,1.841,0.675
2024-01-13 18:00:00,2.022,0.042
2024-01-13 19:00:00,1.969,0.011
2024-01-13 20:00:00,1.98,0.0
2024-01-13 21:00:00,2.09,0.017
2024-01-13 22:00:00,2.266,0.03
2024-01-13 23:00:00,2.274,0.233
2024-01-14 00:00:00,2.317,0.145
2024-01-14 01:00:00,2.185,0.066
2024-01-14 02:00:00,2.327,0.0
2024-01-14 03:00:00,2.223,0.007
2024-01-14 04:00:00,1.957,0.078
2024-01-14 05:00:00,1.893,0.0
2024-01-14 06:00:00,2.028,0.088
2024-01-14 07:00:00,2.06,0.696
2024-01-14 08:00:00,2.107,1.479
2024-01-14 09:00:00,2.02,1.673
2024-01-14 10:00:00,2.311,1.862
2024-01-14 11:00:00,2.08,2.443
2024-01-14 12:00:00,2.209,2.485
2024-01-14 13:00:00,2.201,1.581
2024-01-14 14:00:00,2.106,1.5
2024-01-14 15:00:00,2.009,1.742
2024-01-14 16:00:00,1.89,0.751
2024-01-14 17:00:00,1.966,0.584
2024-01-14 18:00:00,2.14,0.003
2024-01-14 19:00:00,2.098,0.069
2024-01-14 20:00:00,2.141,0.0
2024-01-14 21:00:00,2.205,0.12
2024-01-14 22:00:00,2.281,0.13
2024-01-14 23:00:00,2.516,0.02
2024-01-15 00:00:00,2.328,0.233
2024-01-15 01:00:00,2.274,0.0
2024-01-15 02:00:00,2.479,0.04
2024-01-15 03:00:00,2.109,0.096
2024-01-15 04:00:00,2.132,0.022
2024-01-15 05:00:00,1.909,0.0
2024-01-15 06:00:00,1.842,0.072
2024-01-15 07:00:00,1.989,0.484
2024-01-15 08:00:00,2.187,0.969
2024-01-15 09:00:00,2.236,1.463
2024-01-15 10:00:00,2.083,2.222
2024-01-15 11:00:00,2.273,2.507
2024-01-15 12:00:00,2.318,2.718
2024-01-15 13:00:00,2.191,2.513
2024-01-15 14:00:00,2.052,2.239
2024-01-15 15:00:00,1.933,1.268
2024-01-15 16:00:00,1.944,1.22
2024-01-15 17:00:00,1.77,0.766
2024-01-15 18:00:00,2.008,0.128
2024-01-15 19:00:00,1.95,0.076
2024-01-15 20:00:00,1.933,0.007
2024-01-15 21:00:00,2.304,0.1
2024-01-15 22:00:00,2.4,0.186
2024-01-15 23:00:00,2.435,0.032
2024-01-16 00:00:00,2.46,0.113
2024-01-16 01:00:00,2.322,0.0
2024-01-16 02:00:00,2.27,0.0
2024-01-16 03:00:00,2.315,0.0
2024-01-16 04:00:00,2.124,0.0
2024-01-16 05:00:00,1.954,0.244
2024-01-16 06:00:00,2.085,0.116
2024-01-16 07:00:00,2.056,0.819
2024-01-16 08:00:00,2.059,0.978
2024-01-16 09:00:00,2.305,1.637
2024-01-16 10:00:00,2.199,1.914
2024-01-16 11:00:00,2.177,2.447
2024-01-16 12:00:00,2.286,2.8
2024-01-16 13:00:00,2.176,1.829
2024-01-16 14:00:00,2.161,2.105
2024-01-16 15:00:00,2.014,1.824
2024-01-16 16:00:00,1.979,1.115
2024-01-16 17:00:00,1.826,0.84
2024-01-16 18:00:00,1.815,0.146
2024-01-16 19:00:00,1.878,0.018
2024-01-16 20:00:00,2.114,0.0
2024-01-16 21:00:00,2.176,0.052
2024-01-16 22:00:00,2.215,0.0
2024-01-16 23:00:00,2.351,0.106
2024-01-17 00:00:00,2.305,0.059
2024-01-17 01:00:00,2.282,0.034
2024-01-17 02:00:00,2.323,0.064
2024-01-17 03:00:00,2.221,0.051
2024-01-17 04:00:00,2.123,0.069
2024-01-17 05:00:00,2.026,0.275
2024-01-17 06:00:00,2.091,0.069
2024-01-17 07:00:00,2.046,0.547
2024-01-17 08:00:00,2.349,1.426
2024-01-17 09:00:00,2.048,1.512
2024-01-17 10:00:00,2.167,2.27
2024-01-17 11:00:00,2.228,1.811
2024-01-17 12:00:00,2.272,2.861
2024-01-17 13:00:00,2.269,2.568
2024-01-17 14:00:00,2.036,2.684
2024-01-17 15:00:00,1.828,1.599
2024-01-17 16:00:00,1.776,0.877
2024-01-17 17:00:00,2.108,0.641
2024-01-17 18:00:00,1.751,0.0
2024-01-17 19:00:00,2.127,0.059
2024-01-17 20:00:00,2.002,0.0
2024-01-17 21:00:00,2.174,0.188
2024-01-17 22:00:00,2.327,0.0
2024-01-17 23:00:00,2.409,0.0
2024-01-18 00:00:00,2.358,0.028
2024-01-18 01:00:00,2.342,0.125
2024-01-18 02:00:00,2.467,0.164
2024-01-18 03:00:00,2.22,0.0
2024-01-18 04:00:00,2.004,0.0
2024-01-18 05:00:00,2.028,0.053
2024-01-18 06:00:00,1.948,0.0
2024-01-18 07:00:00,2.064,0.649
2024-01-18 08:00:00,2.178,1.047
2024-01-18 09:00:00,2.245,1.154
2024-01-18 10:00:00,2.278,1.858
2024-01-18 11:00:00,2.265,2.201
2024-01-18 12:00:00,2.125,2.802
2024-01-18 13:00:00,2.317,2.478
2024-01-18 14:00:00,2.07,2.306
2024-01-18 15:00:00,2.019,1.712
2024-01-18 16:00:00,1.729,1.366
2024-01-18 17:00:00,1.907,0.577
2024-01-18 18:00:00,1.719,0.0
2024-01-18 19:00:00,2.006,0.026
2024-01-18 20:00:00,2.049,0.222
2024-01-18 21:00:00,2.183,0.012
2024-01-18 22:00:00,2.199,0.0
2024-01-18 23:00:00,2.367,0.066
2024-01-19 00:00:00,2.35,0.057
2024-01-19 01:00:00,2.335,0.131
2024-01-19 02:00:00,2.255,0.061
2024-01-19 03:00:00,2.125,0.131
2024-01-19 04:00:00,2.068,0.0
2024-01-19 05:00:00,2.072,0.0
2024-01-19 06:00:00,1.933,0.051
2024-01-19 07:00:00,1.97,0.576
2024-01-19 08:00:00,1.987,1.232
2024-01-19 09:00:00,2.297,2.25
2024-01-19 10:00:00,2.056,1.923
2024-01-19 11:00:00,2.299,1.971
2024-01-19 12:00:00,2.205,2.507
2024-01-19 13:00:00,2.189,2.6
2024-01-19 14:00:00,2.281,2.414
2024-01-19 15:00:00,2.023,1.914
2024-01-19 16:00:00,1.884,1.438
2024-01-19 17:00:00,1.786,0.601
2024-01-19 18:00:00,1.756,0.115
2024-01-19 19:00:00,2.057,0.0
2024-01-19 20:00:00,2.197,0.0
2024-01-19 21:00:00,2.068,0.079
2024-01-19 22:00:00,2.194,0.0
2024-01-19 23:00:00,2.359,0.0
2024-01-20 00:00:00,2.522,0.0
2024-01-20 01:00:00,2.422,0.029
2024-01-20 02:00:00,2.274,0.0
2024-01-20 03:00:00,2.176,0.134
2024-01-20 04:00:00,2.033,0.0
2024-01-20 05:00:00,2.002,0.0
2024-01-20 06:00:00,1.934,0.0
2024-01-20 07:00:00,2.073,0.783
2024-01-20 08:00:00,2.155,1.408
2024-01-20 09:00:00,2.112,2.024
2024-01-20 10:00:00,2.121,1.786
2024-01-20 11:00:00,2.173,2.391
2024-01-20 12:00:00,2.244,2.356
2024-01-20 13:00:00,2.134,1.798
2024-01-20 14:00:00,2.147,2.006
2024-01-20 15:00:00,2.042,1.437
2024-01-20 16:00:00,1.926,0.604
2024-01-20 17:00:00,1.769,0.455
2024-01-20 18:00:00,1.72,0.0
2024-01-20 19:00:00,1.869,0.223
2024-01-20 20:00:00,2.161,0.083
2024-01-20 21:00:00,2.226,0.0
2024-01-20 22:00:00,2.286,0.119
2024-01-20 23:00:00,2.416,0.171
2024-01-21 00:00:00,2.397,0.042
2024-01-21 01:00:00,2.437,0.0
2024-01-21 02:00:00,2.437,0.206
2024-01-21 03:00:00,2.255,0.109
2024-01-21 04:00:00,2.094,0.0
2024-01-21 05:00:00,2.021,0.0
2024-01-21 06:00:00,2.021,0.0
2024-01-21 07:00:00,1.883,0.87
2024-01-21 08:00:00,2.137,1.276
2024-01-21 09:00:00,2.272,1.519
2024-01-21 10:00:00,2.167,2.115
2024-01-21 11:00:00,2.11,2.457
2024-01-21 12:00:00,2.228,2.375
2024-01-21 13:00:00,2.231,1.942
2024-01-21 14:00:00,2.131,1.889
2024-01-21 15:00:00,1.971,1.808
2024-01-21 16:00:00,1.952,1.03
2024-01-21 17:00:00,1.717,0.526
2024-01-21 18:00:00,2.07,0.075
2024-01-21 19:00:00,2.019,0.137
2024-01-21 20:00:00,2.078,0.299
2024-01-21 21:00:00,2.313,0.0
2024-01-21 22:00:00,2.389,0.0
2024-01-21 23:00:00,2.38,0.0
2024-01-22 00:00:00,2.578,0.0
2024-01-22 01:00:00,2.61,0.069
2024-01-22 02:00:00,2.415,0.091
2024-01-22 03:00:00,2.184,0.0
2024-01-22 04:00:00,2.099,0.0
2024-01-22 05:00:00,2.054,0.0
2024-01-22 06:00:00,2.065,0.144
2024-01-22 07:00:00,1.955,0.69
2024-01-22 08:00:00,2.056,1.452
2024-01-22 09:00:00,1.962,1.868
2024-01-22 10:00:00,2.454,2.298
2024-01-22 11:00:00,2.336,2.879
2024-01-22 12:00:00,2.051,1.932
2024-01-22 13:00:00,2.206,2.332
2024-01-22 14:00:00,2.142,1.639
2024-01-22 15:00:00,2.007,1.394
2024-01-22 16:00:00,1.928,1.195
2024-01-22 17:00:00,1.826,0.436
2024-01-22 18:00:00,1.864,0.148
2024-01-22 19:00:00,2.001,0.112
2024-01-22 20:00:00,1.917,0.053
2024-01-22 21:00:00,2.253,0.0
2024-01-22 22:00:00,2.27,0.11
2024-01-22 23:00:00,2.428,0.066
2024-01-23 00:00:00,2.34,0.057
2024-01-23 01:00:00,2.43,0.057
2024-01-23 02:00:00,2.178,0.024
2024-01-23 03:00:00,2.265,0.159
2024-01-23 04:00:00,2.109,0.102
2024-01-23 05:00:00,1.936,0.095
2024-01-23 06:00:00,1.888,0.0
2024-01-23 07:00:00,2.026,0.759
2024-01-23 08:00:00,2.012,1.072
2024-01-23 09:00:00,2.249,1.223
2024-01-23 10:00:00,2.036,1.989
2024-01-23 11:00:00,2.193,2.57
2024-01-23 12:00:00,2.328,2.015
2024-01-23 13:00:00,2.206,2.154
2024-01-23 14:00:00,2.071,2.227
2024-01-23 15:00:00,2.027,1.753
2024-01-23 16:00:00,1.891,1.188
2024-01-23 17:00:00,1.765,0.687
2024-01-23 18:00:00,1.894,0.0
2024-01-23 19:00:00,1.945,0.146
2024-01-23 20:00:00,2.087,0.0
2024-01-23 21:00:00,2.218,0.021
2024-01-23 22:00:00,2.36,0.109
2024-01-23 23:00:00,2.477,0.013
2024-01-24 00:00:00,2.482,0.0
2024-01-24 01:00:00,2.375,0.05
2024-01-24 02:00:00,2.298,0.0
2024-01-24 03:00:00,2.154,0.07
2024-01-24 04:00:00,2.081,0.0
2024-01-24 05:00:00,2.092,0.05
2024-01-24 06:00:00,2.091,0.119
2024-01-24 07:00:00,2.02,0.826
2024-01-24 08:00:00,1.911,1.142
2024-01-24 09:00:00,1.948,1.726
2024-01-24 10:00:00,2.052,2.337
2024-01-24 11:00:00,2.276,2.298
2024-01-24 12:00:00,2.428,2.371
2024-01-24 13:00:00,2.159,2.33
2024-01-24 14:00:00,1.977,1.861
2024-01-24 15:00:00,1.914,1.873
2024-01-24 16:00:00,1.911,1.089
2024-01-24 17:00:00,1.836,0.714
2024-01-24 18:00:00,2.0,0.0
2024-01-24 19:00:00,2.152,0.051
2024-01-24 20:00:00,2.078,0.0
2024-01-24 21:00:00,2.193,0.0
2024-01-24 22:00:00,2.295,0.1
2024-01-24 23:00:00,2.219,0.073
2024-01-25 00:00:00,2.274,0.141
2024-01-25 01:00:00,2.441,0.009
2024-01-25 02:00:00,2.379,0.03
2024-01-25 03:00:00,2.066,0.044
2024-01-25 04:00:00,2.001,0.03
2024-01-25 05:00:00,1.951,0.178
2024-01-25 06:00:00,2.059,0.0
2024-01-25 07:00:00,2.005,0.734
2024-01-25 08:00:00,2.088,0.985
2024-01-25 09:00:00,1.917,1.786
2024-01-25 10:00:00,2.355,2.641
2024-01-25 11:00:00,2.245,2.665
2024-01-25 12:00:00,2.153,2.647
2024-01-25 13:00:00,2.295,2.593
2024-01-25 14:00:00,2.131,1.971
2024-01-25 15:00:00,1.908,1.412
2024-01-25 16:00:00,1.988,1.366
2024-01-25 17:00:00,2.165,0.643
2024-01-25 18:00:00,1.902,0.0
2024-01-25 19:00:00,2.016,0.17
2024-01-25 20:00:00,2.203,0.0
2024-01-25 21:00:00,2.262,0.078
2024-01-25 22:00:00,2.437,0.049
2024-01-25 23:00:00,2.464,0.074
2024-01-26 00:00:00,2.392,0.0
2024-01-26 01:00:00,2.317,0.076
2024-01-26 02:00:00,2.379,0.021
2024-01-26 03:00:00,2.149,0.087
2024-01-26 04:00:00,2.083,0.012
2024-01-26 05:00:00,2.019,0.0
2024-01-26 06:00:00,2.03,0.257
2024-01-26 07:00:00,2.029,0.691
2024-01-26 08:00:00,2.061,1.318
2024-01-26 09:00:00,2.258,1.587
2024-01-26 10:00:00,2.118,2.268
2024-01-26 11:00:00,2.226,2.495
2024-01-26 12:00:00,2.231,2.286
2024-01-26 13:00:00,2.054,2.446
2024-01-26 14:00:00,2.167,2.178
2024-01-26 15:00:00,1.9,1.685
2024-01-26 16:00:00,1.866,1.579
2024-01-26 17:00:00,1.86,0.764
2024-01-26 18:00:00,1.781,0.072
2024-01-26 19:00:00,1.84,0.091
2024-01-26 20:00:00,2.073,0.0
2024-01-26 21:00:00,2.194,0.095
2024-01-26 22:00:00,2.223,0.256
2024-01-26 23:00:00,2.351,0.0
2024-01-27 00:00:00,2.351,0.0
2024-01-27 01:00:00,2.433,0.0
2024-01-27 02:00:00,2.266,0.0
2024-01-27 03:00:00,2.099,0.108
2024-01-27 04:00:00,2.193,0.091
2024-01-27 05:00:00,1.894,0.181
2024-01-27 06:00:00,1.939,0.056
2024-01-27 07:00:00,2.041,0.719
2024-01-27 08:00:00,2.073,1.07
2024-01-27 09:00:00,2.221,2.178
2024-01-27 10:00:00,2.109,2.161
2024-01-27 11:00:00,2.144,2.161
2024-01-27 12:00:00,2.157,2.146
2024-01-27 13:00:00,2.185,2.992
2024-01-27 14:00:00,2.031,1.551
2024-01-27 15:00:00,2.073,1.68
2024-01-27 16:00:00,1.783,1.01
2024-01-27 17:00:00,1.921,0.464
2024-01-27 18:00:00,2.044,0.178
2024-01-27 19:00:00,2.029,0.077
2024-01-27 20:00:00,1.976,0.0
2024-01-27 21:00:00,2.238,0.036
2024-01-27 22:00:00,2.189,0.062
2024-01-27 23:00:00,2.469,0.01
2024-01-28 00:00:00,2.432,0.135
2024-01-28 01:00:00,2.217,0.035
2024-01-28 02:00:00,2.378,0.0
2024-01-28 03:00:00,2.143,0.048
2024-01-28 04:00:00,2.12,0.057
2024-01-28 05:00:00,2.134,0.02
2024-01-28 06:00:00,2.159,0.0
2024-01-28 07:00:00,2.057,0.575
2024-01-28 08:00:00,1.987,1.11
2024-01-28 09:00:00,2.301,1.606
2024-01-28 10:00:00,2.161,2.461
2024-01-28 11:00:00,2.195,2.51
2024-01-28 12:00:00,2.192,1.904
2024-01-28 13:00:00,2.145,2.122
2024-01-28 14:00:00,2.039,1.897
2024-01-28 15:00:00,2.032,2.091
2024-01-28 16:00:00,1.966,1.241
