timestamp,load_kwh
2024-04-22 00:00:00,34.026
2024-08-31 13:00:00,28.909
2024-10-11 13:00:00,33.946
2024-01-26 23:00:00,32.72
2024-07-22 22:00:00,31.216
2024-01-17 07:00:00,36.146
2024-08-29 13:00:00,31.972
2024-08-16 22:00:00,33.478
2024-08-27 03:00:00,31.288
2024-06-06 05:00:00,31.573
2024-06-28 05:00:00,29.17
2024-01-03 19:00:00,34.4
2024-05-17 10:00:00,30.771
2024-05-04 17:00:00,30.12
2024-07-22 16:00:00,31.948
2024-09-11 22:00:00,34.123
2024-02-14 23:00:00,
2024-10-11 03:00:00,33.937
2024-07-15 10:00:00,29.971
2024-11-13 06:00:00,36.679
2024-11-17 03:00:00,35.242
2024-08-09 02:00:00,32.68
2024-04-10 02:00:00,33.776
2024-07-03 09:00:00,27.981
2024-03-26 05:00:00,32.464
2024-05-02 06:00:00,30.892
2024-06-11 12:00:00,29.144
2024-08-09 23:00:00,31.784
2024-05-21 00:00:00,34.651
2024-06-09 18:00:00,29.657
2024-01-25 11:00:00,37.201
2024-07-11 19:00:00,32.563
2024-01-04 17:00:00,33.336
2024-10-07 22:00:00,34.37
2024-05-18 15:00:00,28.314
2024-04-28 22:00:00,29.951
2024-01-13 00:00:00,34.115
2024-04-14 09:00:00,27.613
2024-07-12 11:00:00,30.956
2024-06-08 16:00:00,29.574
2024-03-28 15:00:00,32.332
2024-04-24 18:00:00,31.181
2024-12-30 03:00:00,40.125
2024-02-15 18:00:00,34.054
2024-07-08 22:00:00,32.661
2024-05-05 15:00:00,27.733
2024-01-13 23:00:00,31.965
2024-09-21 18:00:00,30.219
2024-05-25 13:00:00,27.034
2024-06-11 21:00:00,33.434
2024-04-19 04:00:00,31.707
2024-11-11 09:00:00,36.578
2024-12-27 11:00:00,37.793
2024-11-12 07:00:00,34.721
2024-11-01 03:00:00,37.429
2024-07-23 05:00:00,31.563
2024-11-21 16:00:00,35.865
2024-02-05 19:00:00,33.164
2024-03-17 16:00:00,29.843
2024-06-07 04:00:00,29.54
2024-12-31 17:00:00,36.564
2024-05-31 08:00:00,30.75
2024-07-09 22:00:00,33.418
2024-06-09 16:00:00,27.375
2024-03-29 22:00:00,32.507
2024-08-06 05:00:00,28.981
2024-05-12 23:00:00,30.177
2024-05-13 04:00:00,31.273
2024-10-11 07:00:00,34.295
2024-11-01 04:00:00,35.18
2024-06-21 22:00:00,33.826
2024-04-13 15:00:00,29.427
2024-05-21 13:00:00,30.977
2024-07-03 16:00:00,32.672
2024-04-22 16:00:00,32.239
2024-08-26 11:00:00,29.524
2024-12-08 09:00:00,36.408
2024-04-22 18:00:00,31.932
2024-06-23 13:00:00,27.493
2024-06-16 00:00:00,30.495
2024-01-10 02:00:00,37.984
2024-07-23 07:00:00,31.104
2024-04-25 02:00:00,31.964
2024-11-06 02:00:00,36.613
2024-12-31 11:00:00,35.331
2024-04-01 01:00:00,32.869
2024-10-09 10:00:00,32.17
2024-05-13 11:00:00,30.739
2024-12-01 21:00:00,32.347
2024-06-07 21:00:00,32.289
2024-07-02 21:00:00,32.751
2024-05-17 08:00:00,31.645
2024-12-14 16:00:00,31.519
2024-03-20 14:00:00,33.225
2024-11-12 00:00:00,34.407
2024-04-08 09:00:00,30.917
2024-01-26 13:00:00,35.809
2024-02-29 17:00:00,34.443
2024-01-26 17:00:00,34.43
2024-11-02 08:00:00,33.255
2024-05-29 12:00:00,30.207
2024-07-14 05:00:00,27.277
2024-01-04 10:00:00,35.304
2024-09-29 11:00:00,29.296
2024-04-13 17:00:00,29.287
2024-03-22 12:00:00,30.684
2024-12-31 05:00:00,39.136
2024-10-01 20:00:00,33.444
2024-08-20 03:00:00,31.93
2024-07-13 02:00:00,27.559
2024-05-25 05:00:00,29.68
2024-11-21 07:00:00,37.982
2024-04-10 03:00:00,33.242
2024-05-14 11:00:00,31.29
2024-07-11 12:00:00,31.435
2024-11-15 05:00:00,36.56
2024-08-03 19:00:00,
2024-12-11 06:00:00,38.076
2024-02-11 21:00:00,29.393
2024-03-05 19:00:00,32.925
2024-04-26 11:00:00,31.31
2024-10-03 00:00:00,34.271
2024-06-29 02:00:00,30.235
2024-03-14 07:00:00,33.397
2024-05-07 09:00:00,29.493
2024-10-12 09:00:00,31.18
2024-10-21 15:00:00,33.005
2024-11-18 10:00:00,35.122
2024-09-13 15:00:00,32.553
2024-10-17 11:00:00,34.18
2024-09-11 02:00:00,31.702
2024-10-12 10:00:00,30.98
2024-01-23 22:00:00,34.645
2024-09-06 12:00:00,30.795
2024-12-02 19:00:00,35.488
2024-11-19 23:00:00,35.657
2024-05-23 00:00:00,33.49
2024-05-23 15:00:00,31.015
2024-01-14 19:00:00,32.389
2024-03-13 12:00:00,32.214
2024-12-09 14:00:00,36.759
2024-02-21 01:00:00,34.227
2024-12-18 15:00:00,37.243
2024-09-09 23:00:00,33.158
2024-04-04 07:00:00,31.373
2024-10-07 16:00:00,31.58
2024-08-01 11:00:00,30.739
2024-01-11 19:00:00,35.549
2024-10-11 05:00:00,32.404
2024-01-14 23:00:00,32.3
2024-08-17 17:00:00,29.806
2024-04-15 09:00:00,30.91
2024-05-04 13:00:00,27.444
2024-01-05 07:00:00,39.893
2024-08-09 09:00:00,28.508
2024-12-24 20:00:00,36.775
2024-04-20 21:00:00,29.984
2024-12-03 00:00:00,36.826
2024-12-07 13:00:00,30.736
2024-01-17 13:00:00,33.925
2024-10-03 20:00:00,33.672
2024-04-16 06:00:00,31.65
2024-09-01 13:00:00,27.411
2024-08-25 12:00:00,26.894
2024-03-05 09:00:00,31.643
2024-02-20 06:00:00,36.768
2024-11-26 15:00:00,35.558
2024-04-09 18:00:00,31.416
2024-06-24 11:00:00,30.316
2024-04-12 04:00:00,33.31
2024-05-24 16:00:00,30.834
2024-08-07 05:00:00,30.882
2024-12-22 18:00:00,32.334
2024-07-04 02:00:00,32.591
2024-01-06 08:00:00,35.352
2024-06-13 12:00:00,30.172
2024-09-13 23:00:00,33.825
2024-11-30 06:00:00,36.694
2024-03-03 18:00:00,30.971
2024-03-09 20:00:00,32.443
2024-09-17 06:00:00,32.401
2024-08-02 04:00:00,31.366
2024-04-02 02:00:00,30.885
2024-09-12 17:00:00,33.002
2024-11-13 14:00:00,34.48
2024-06-28 09:00:00,29.954
2024-04-09 03:00:00,31.565
2024-03-29 07:00:00,33.006
2024-08-31 03:00:00,30.101
2024-08-05 03:00:00,33.035
2024-02-04 09:00:00,30.788
2024-03-14 12:00:00,31.409
2024-10-09 19:00:00,31.232
2024-08-10 07:00:00,27.15
2024-12-19 16:00:00,36.411
2024-11-22 15:00:00,35.383
2024-07-02 03:00:00,28.616
2024-12-11 21:00:00,37.734
2024-08-05 05:00:00,30.033
2024-11-20 11:00:00,37.205
2024-10-27 15:00:00,28.641
2024-05-01 12:00:00,31.101
2024-01-08 09:00:00,35.082
2024-01-27 18:00:00,30.94
2024-12-14 09:00:00,35.642
2024-10-25 15:00:00,32.641
2024-11-17 17:00:00,31.509
2024-09-17 12:00:00,31.682
2024-07-19 01:00:00,32.262
2024-03-31 21:00:00,31.118
2024-08-10 12:00:00,26.944
2024-09-30 16:00:00,32.099
2024-03-19 20:00:00,33.782
2024-09-06 16:00:00,30.912
2024-10-05 07:00:00,31.477
2024-05-19 17:00:00,28.149
2024-12-06 11:00:00,36.386
2024-05-10 15:00:00,30.782
2024-08-10 02:00:00,29.023
2024-05-13 09:00:00,31.582
2024-03-14 16:00:00,33.958
2024-02-22 23:00:00,33.645
2024-02-19 07:00:00,34.385
2024-10-16 20:00:00,32.886
2024-11-01 18:00:00,34.125
2024-09-01 20:00:00,28.859
2024-03-03 00:00:00,31.066
2024-01-23 17:00:00,35.129
2024-08-02 18:00:00,32.959
2024-04-19 05:00:00,31.61
2024-07-04 11:00:00,30.032
2024-07-26 12:00:00,30.022
2024-10-26 00:00:00,31.438
2024-04-28 10:00:00,26.297
2024-09-23 05:00:00,30.324
2024-03-16 06:00:00,30.279
2024-05-23 23:00:00,34.254
2024-02-24 11:00:00,28.467
2024-06-26 09:00:00,28.492
2024-04-07 13:00:00,27.269
2024-10-29 20:00:00,32.702
2024-07-29 21:00:00,34.418
2024-03-20 23:00:00,33.967
2024-09-12 11:00:00,29.495
2024-04-19 02:00:00,33.548
2024-08-11 14:00:00,27.137
2024-06-02 07:00:00,28.322
2024-08-09 14:00:00,29.582
2024-08-14 17:00:00,31.815
2024-06-22 15:00:00,27.98
2024-04-21 02:00:00,29.098
2024-08-09 19:00:00,32.579
2024-06-23 17:00:00,29.121
2024-11-25 22:00:00,36.959
2024-01-30 06:00:00,35.781
2024-12-10 09:00:00,37.22
2024-01-07 17:00:00,33.31
2024-09-22 03:00:00,30.217
2024-05-20 09:00:00,30.438
2024-03-03 06:00:00,30.72
2024-12-16 21:00:00,35.002
2024-09-06 20:00:00,33.15
2024-07-06 09:00:00,26.834
2024-05-05 17:00:00,27.973
2024-03-01 07:00:00,32.028
2024-10-01 02:00:00,33.449
2024-05-05 11:00:00,27.992
2024-02-12 16:00:00,34.175
2024-08-22 21:00:00,32.808
2024-04-17 18:00:00,33.566
2024-05-18 19:00:00,29.457
2024-11-10 18:00:00,31.312
2024-01-01 21:00:00,37.107
2024-05-14 02:00:00,34.649
2024-06-22 23:00:00,30.636
2024-05-08 00:00:00,32.238
2024-08-18 19:00:00,27.436
2024-08-30 09:00:00,29.437
2024-12-11 08:00:00,40.362
2024-11-17 16:00:00,33.879
2024-05-14 07:00:00,29.694
2024-11-14 17:00:00,35.602
2024-11-23 20:00:00,33.22
2024-10-16 01:00:00,35.115
2024-06-06 09:00:00,30.037
2024-12-05 12:00:00,35.461
2024-08-07 02:00:00,31.732
2024-04-26 00:00:00,32.25
2024-08-30 14:00:00,28.417
2024-05-02 01:00:00,30.993
2024-04-03 20:00:00,33.097
2024-03-12 11:00:00,32.613
2024-03-31 08:00:00,29.252
2024-07-20 17:00:00,29.179
2024-02-18 08:00:00,34.088
2024-04-12 10:00:00,29.236
2024-05-07 02:00:00,32.145
2024-02-24 21:00:00,31.516
2024-04-29 18:00:00,33.655
2024-11-16 16:00:00,31.671
2024-10-17 19:00:00,32.824
2024-02-23 10:00:00,33.329
2024-03-03 07:00:00,29.748
2024-03-19 10:00:00,31.287
2024-12-22 11:00:00,35.547
2024-05-26 05:00:00,28.714
2024-06-03 01:00:00,32.795
2024-03-16 17:00:00,29.885
2024-08-14 14:00:00,31.527
2024-01-06 10:00:00,34.591
2024-02-21 09:00:00,33.409
2024-05-10 01:00:00,33.683
2024-11-19 14:00:00,33.188
2024-09-22 17:00:00,30.196
2024-11-04 04:00:00,35.504
2024-06-17 02:00:00,32.667
2024-05-04 11:00:00,28.703
2024-06-30 10:00:00,26.607
2024-10-09 17:00:00,33.141
2024-09-09 22:00:00,32.245
2024-07-30 00:00:00,31.012
2024-05-31 03:00:00,31.61
2024-01-13 19:00:00,32.201
2024-12-04 13:00:00,35.7
2024-04-23 17:00:00,32.726
2024-02-13 06:00:00,36.052
2024-06-08 08:00:00,27.579
2024-09-10 18:00:00,32.341
2024-03-29 21:00:00,32.822
2024-02-15 14:00:00,32.865
2024-03-04 08:00:00,32.518
2024-03-21 19:00:00,33.722
2024-12-25 18:00:00,37.102
2024-06-09 21:00:00,29.822
2024-03-05 01:00:00,34.574
2024-07-27 21:00:00,30.507
2024-01-04 02:00:00,38.267
2024-09-06 00:00:00,34.206
2024-10-17 22:00:00,32.753
2024-04-23 00:00:00,31.744
2024-12-14 23:00:00,35.536
2024-09-18 13:00:00,30.006
2024-12-23 18:00:00,33.478
2024-09-02 01:00:00,33.377
2024-11-16 14:00:00,33.12
2024-01-24 00:00:00,35.787
2024-04-01 21:00:00,33.531
2024-03-11 03:00:00,33.003
2024-02-19 09:00:00,32.98
2024-07-18 02:00:00,33.876
2024-03-25 22:00:00,33.115
2024-09-13 22:00:00,33.937
2024-04-25 13:00:00,30.839
2024-07-06 14:00:00,26.422
2024-04-06 01:00:00,30.463
2024-11-21 23:00:00,35.617
2024-12-11 09:00:00,38.871
2024-07-08 20:00:00,32.273
2024-06-19 02:00:00,32.366
2024-04-18 14:00:00,30.851
2024-10-08 09:00:00,31.583
2024-02-23 21:00:00,34.69
2024-09-17 15:00:00,32.233
2024-01-28 14:00:00,31.375
2024-08-29 19:00:00,33.507
2024-03-28 18:00:00,33.106
2024-11-27 01:00:00,37.207
2024-10-01 17:00:00,33.098
2024-06-22 19:00:00,31.017
2024-01-31 08:00:00,36.495
2024-04-17 16:00:00,31.68
2024-06-03 07:00:00,29.615
2024-12-24 22:00:00,36.035
2024-12-02 12:00:00,39.167
2024-08-03 20:00:00,28.832
2024-04-29 11:00:00,30.542
2024-01-18 04:00:00,38.589
2024-11-05 17:00:00,36.023
2024-01-15 06:00:00,35.025
2024-09-08 02:00:00,31.355
2024-04-08 04:00:00,32.336
2024-06-01 15:00:00,29.01
2024-07-29 02:00:00,33.464
2024-09-15 08:00:00,28.139
2024-07-07 23:00:00,31.946
2024-11-12 20:00:00,34.881
2024-11-30 12:00:00,34.624
2024-08-31 12:00:00,28.296
2024-03-07 17:00:00,33.467
2024-12-03 19:00:00,36.238
2024-03-12 13:00:00,30.845
2024-01-22 03:00:00,38.138
2024-07-19 06:00:00,31.446
2024-10-18 08:00:00,32.532
2024-07-05 21:00:00,33.102
2024-02-03 21:00:00,32.034
2024-06-08 00:00:00,29.505
2024-12-19 21:00:00,38.16
2024-07-01 01:00:00,32.351
2024-10-20 03:00:00,31.395
2024-02-13 09:00:00,36.811
2024-05-12 21:00:00,33.742
2024-08-31 19:00:00,29.204
2024-06-30 18:00:00,29.16
2024-03-21 13:00:00,31.13
2024-03-04 03:00:00,33.403
2024-12-07 07:00:00,36.848
2024-01-02 21:00:00,37.277
2024-03-23 22:00:00,
2024-06-26 16:00:00,31.75
2024-10-21 13:00:00,36.428
2024-02-04 06:00:00,31.264
2024-06-16 01:00:00,30.784
2024-10-30 15:00:00,34.23
2024-05-21 10:00:00,31.023
2024-06-03 12:00:00,30.664
2024-01-15 07:00:00,38.776
2024-11-21 12:00:00,36.839
2024-12-14 08:00:00,34.785
2024-01-22 12:00:00,35.7
2024-09-17 07:00:00,30.973
2024-08-30 21:00:00,31.84
2024-05-08 02:00:00,31.991
2024-04-29 12:00:00,31.735
2024-05-16 13:00:00,29.375
2024-01-14 13:00:00,33.814
2024-04-20 12:00:00,27.512
2024-04-08 20:00:00,34.212
2024-03-13 07:00:00,33.335
2024-08-30 04:00:00,32.305
2024-06-09 11:00:00,26.658
2024-11-23 06:00:00,34.25
2024-06-30 20:00:00,29.226
2024-07-19 04:00:00,32.323
2024-04-07 23:00:00,29.484
2024-09-27 21:00:00,32.197
2024-11-08 13:00:00,35.491
2024-07-18 07:00:00,29.946
2024-06-29 00:00:00,30.848
2024-12-08 20:00:00,34.943
2024-11-06 05:00:00,33.48
2024-01-13 03:00:00,35.639
2024-05-25 09:00:00,26.857
2024-05-12 10:00:00,26.173
2024-08-23 06:00:00,31.47
2024-10-19 06:00:00,33.051
2024-04-17 02:00:00,32.01
2024-09-27 01:00:00,32.573
2024-09-20 02:00:00,32.666
2024-07-07 01:00:00,28.762
2024-09-02 00:00:00,32.681
2024-02-04 21:00:00,34.114
2024-12-27 04:00:00,39.388
2024-03-15 14:00:00,32.158
2024-02-08 09:00:00,38.387
2024-04-12 13:00:00,31.976
2024-03-22 23:00:00,35.23
2024-01-31 21:00:00,36.807
2024-01-20 22:00:00,30.419
2024-01-02 08:00:00,38.438
2024-10-30 03:00:00,35.394
2024-11-10 19:00:00,30.365
2024-12-30 07:00:00,38.369
2024-08-12 10:00:00,29.027
2024-03-01 23:00:00,35.565
2024-04-27 01:00:00,29.685
2024-12-27 02:00:00,39.04
2024-12-15 13:00:00,34.571
2024-03-04 20:00:00,34.642
2024-08-04 09:00:00,24.711
2024-09-11 05:00:00,31.558
2024-01-19 05:00:00,39.166
2024-04-22 07:00:00,31.446
2024-05-04 05:00:00,28.674
2024-07-10 05:00:00,29.989
2024-06-27 09:00:00,31.572
2024-12-17 02:00:00,38.8
2024-01-14 12:00:00,35.544
2024-07-27 10:00:00,27.884
2024-01-08 01:00:00,37.727
2024-03-18 07:00:00,32.579
2024-01-18 12:00:00,33.988
2024-06-19 10:00:00,29.493
2024-01-27 03:00:00,32.852
2024-07-18 17:00:00,32.631
2024-03-09 21:00:00,32.229
2024-02-24 12:00:00,29.045
2024-03-22 14:00:00,32.407
2024-12-11 19:00:00,34.727
2024-06-04 23:00:00,33.523
2024-01-24 22:00:00,33.637
2024-03-14 04:00:00,33.372
2024-11-29 01:00:00,35.765
2024-01-19 16:00:00,34.313
2024-06-18 20:00:00,33.213
2024-07-27 13:00:00,26.808
2024-01-19 01:00:00,35.207
2024-02-25 02:00:00,30.685
2024-06-28 10:00:00,31.833
2024-10-23 16:00:00,33.137
2024-11-29 10:00:00,37.359
2024-09-08 15:00:00,28.003
2024-04-23 18:00:00,32.26
2024-01-26 05:00:00,33.526
2024-10-30 02:00:00,34.225
2024-08-03 04:00:00,28.441
2024-02-07 07:00:00,34.928
2024-01-30 16:00:00,33.495
2024-05-11 23:00:00,29.76
2024-07-28 23:00:00,30.509
2024-04-24 04:00:00,31.597
2024-07-21 09:00:00,27.799
2024-09-17 23:00:00,33.253
2024-02-01 07:00:00,38.435
2024-11-25 18:00:00,35.533
2024-08-03 21:00:00,29.6
2024-01-28 21:00:00,31.598
2024-11-27 03:00:00,36.875
2024-02-16 18:00:00,32.084
2024-04-18 23:00:00,32.532
2024-01-05 19:00:00,34.586
2024-02-07 03:00:00,35.512
2024-04-14 21:00:00,31.141
2024-11-26 10:00:00,34.788
2024-11-06 06:00:00,34.341
2024-09-07 15:00:00,26.906
2024-06-05 12:00:00,31.475
2024-02-23 01:00:00,33.64
2024-03-04 10:00:00,31.598
2024-09-30 23:00:00,32.441
2024-09-21 05:00:00,28.556
2024-02-16 13:00:00,33.271
2024-08-24 05:00:00,28.329
2024-03-26 14:00:00,32.763
2024-08-17 06:00:00,28.692
2024-04-07 19:00:00,29.829
2024-05-11 09:00:00,27.967
2024-04-30 07:00:00,31.55
2024-07-13 14:00:00,27.988
2024-12-06 20:00:00,38.919
2024-12-27 09:00:00,36.658
2024-06-11 06:00:00,29.9
2024-04-26 16:00:00,31.919
2024-11-08 02:00:00,36.646
2024-11-29 00:00:00,35.43
2024-05-18 23:00:00,29.53
2024-01-06 18:00:00,31.69
2024-10-19 05:00:00,30.425
2024-08-28 15:00:00,31.616
2024-06-04 04:00:00,30.295
2024-04-25 21:00:00,33.246
2024-12-17 22:00:00,37.292
2024-02-09 20:00:00,34.243
2024-11-27 22:00:00,34.598
2024-10-07 11:00:00,32.889
2024-07-23 12:00:00,29.636
2024-08-09 15:00:00,31.678
2024-02-16 22:00:00,34.667
2024-09-19 23:00:00,32.131
2024-12-20 17:00:00,35.297
2024-04-23 14:00:00,31.513
2024-04-07 16:00:00,29.355
2024-07-17 02:00:00,31.584
2024-12-02 01:00:00,37.577
2024-06-18 22:00:00,33.659
2024-09-29 00:00:00,30.355
2024-12-16 14:00:00,37.724
2024-07-04 15:00:00,31.759
2024-12-25 08:00:00,37.68
2024-07-14 04:00:00,29.06
2024-03-02 11:00:00,30.887
2024-02-09 05:00:00,35.935
2024-07-09 11:00:00,30.448
2024-02-18 07:00:00,32.978
2024-11-05 23:00:00,33.797
2024-08-10 17:00:00,30.436
2024-05-17 02:00:00,32.205
2024-08-09 12:00:00,28.728
2024-10-01 03:00:00,34.398
2024-12-10 13:00:00,37.375
2024-11-10 04:00:00,32.321
2024-11-06 11:00:00,35.768
2024-08-25 01:00:00,28.583
2024-11-24 15:00:00,33.914
2024-04-02 05:00:00,31.113
2024-04-18 16:00:00,31.602
2024-07-03 01:00:00,33.63
2024-02-18 10:00:00,32.712
2024-02-19 22:00:00,33.262
2024-08-20 15:00:00,29.313
2024-12-01 00:00:00,35.227
2024-04-22 14:00:00,32.423
2024-03-31 01:00:00,30.496
2024-06-11 09:00:00,28.783
2024-12-14 18:00:00,34.377
2024-07-05 17:00:00,32.123
2024-08-14 22:00:00,31.563
2024-02-22 14:00:00,33.239
2024-10-03 06:00:00,34.731
2024-09-17 01:00:00,33.64
2024-12-29 17:00:00,32.929
2024-08-05 20:00:00,31.809
2024-01-02 15:00:00,35.621
2024-12-29 20:00:00,32.043
2024-04-28 20:00:00,29.7
2024-06-07 10:00:00,30.397
2024-04-04 06:00:00,31.032
2024-01-12 12:00:00,38.431
2024-08-29 14:00:00,30.824
2024-11-23 04:00:00,34.061
2024-10-16 15:00:00,31.276
2024-06-01 14:00:00,25.048
2024-03-19 07:00:00,31.968
2024-05-30 07:00:00,30.955
2024-01-13 13:00:00,34.054
2024-07-28 01:00:00,29.145
2024-05-22 09:00:00,30.349
2024-09-05 01:00:00,32.418
2024-01-21 04:00:00,36.432
2024-01-20 17:00:00,29.882
2024-09-01 06:00:00,28.186
2024-08-13 14:00:00,30.577
2024-09-02 18:00:00,32.595
2024-08-23 03:00:00,33.485
2024-07-14 22:00:00,32.446
2024-10-28 18:00:00,34.029
2024-07-16 09:00:00,30.911
2024-02-11 10:00:00,32.554
2024-06-24 19:00:00,32.651
2024-04-05 18:00:00,32.419
2024-10-12 06:00:00,31.877
2024-01-13 08:00:00,32.711
2024-06-01 13:00:00,27.208
2024-01-19 10:00:00,38.331
2024-11-06 10:00:00,37.82
2024-05-01 15:00:00,32.513
2024-04-26 01:00:00,33.893
2024-11-29 15:00:00,34.651
2024-11-02 05:00:00,32.855
2024-01-10 23:00:00,34.866
2024-03-01 18:00:00,32.369
2024-12-24 13:00:00,36.217
2024-04-03 05:00:00,32.301
2024-02-29 07:00:00,34.223
2024-12-12 03:00:00,36.895
2024-12-20 05:00:00,39.532
2024-01-24 21:00:00,34.298
2024-05-20 13:00:00,30.758
2024-12-20 06:00:00,36.078
2024-06-26 20:00:00,33.621
2024-12-27 23:00:00,36.012
2024-12-23 00:00:00,36.122
2024-01-04 18:00:00,35.04
2024-04-24 20:00:00,34.77
2024-08-28 09:00:00,30.709
2024-05-26 01:00:00,28.523
2024-07-24 19:00:00,32.462
2024-05-29 23:00:00,32.83
2024-05-21 04:00:00,31.77
2024-05-15 04:00:00,32.131
2024-03-21 16:00:00,31.822
2024-06-25 06:00:00,31.148
2024-10-29 15:00:00,30.005
2024-04-01 14:00:00,31.521
2024-05-14 14:00:00,31.364
2024-08-24 12:00:00,27.222
2024-09-15 15:00:00,28.959
2024-04-19 23:00:00,34.486
2024-08-21 01:00:00,33.146
2024-01-29 13:00:00,35.85
2024-11-18 04:00:00,36.965
2024-01-29 03:00:00,37.912
2024-12-05 04:00:00,38.942
2024-08-27 12:00:00,32.577
2024-06-27 23:00:00,32.937
2024-09-12 19:00:00,31.37
2024-07-05 04:00:00,31.478
2024-12-08 21:00:00,32.761
2024-01-22 22:00:00,37.544
2024-03-25 09:00:00,31.492
2024-07-04 23:00:00,34.882
2024-01-23 09:00:00,
2024-01-04 07:00:00,37.687
2024-10-20 20:00:00,31.179
2024-07-11 05:00:00,30.479
2024-05-19 06:00:00,29.698
2024-11-13 15:00:00,33.794
2024-01-23 08:00:00,38.38
2024-05-05 01:00:00,29.278
2024-08-06 14:00:00,31.093
2024-02-09 10:00:00,36.939
2024-10-06 05:00:00,30.188
2024-12-24 08:00:00,39.339
2024-04-10 11:00:00,30.75
2024-03-25 15:00:00,34.066
2024-02-15 23:00:00,34.064
2024-09-12 21:00:00,32.208
2024-08-28 06:00:00,31.216
2024-01-08 18:00:00,34.583
2024-01-01 07:00:00,37.72
2024-05-08 06:00:00,29.801
2024-07-05 13:00:00,30.424
2024-11-19 11:00:00,35.967
2024-05-13 06:00:00,30.537
2024-12-18 17:00:00,36.171
2024-05-27 04:00:00,31.972
2024-03-03 22:00:00,31.386
2024-11-11 18:00:00,34.724
2024-09-21 19:00:00,29.563
2024-08-30 16:00:00,32.561
2024-10-27 12:00:00,33.054
2024-08-22 03:00:00,31.469
2024-09-27 00:00:00,33.816
2024-10-30 06:00:00,35.864
2024-06-27 18:00:00,32.535
2024-04-16 16:00:00,32.653
2024-05-09 08:00:00,31.118
2024-09-12 08:00:00,32.414
2024-08-01 00:00:00,32.906
2024-07-20 00:00:00,28.733
2024-09-30 05:00:00,32.437
2024-11-13 22:00:00,35.205
2024-02-20 16:00:00,30.898
2024-08-14 06:00:00,
2024-01-10 16:00:00,35.909
2024-09-07 00:00:00,28.213
2024-09-18 20:00:00,32.08
2024-08-03 18:00:00,29.755
2024-07-13 19:00:00,28.032
2024-09-04 02:00:00,30.777
2024-10-20 02:00:00,30.596
2024-01-17 05:00:00,36.065
2024-05-07 23:00:00,34.726
2024-03-22 19:00:00,34.947
