timestamp,temperature,humidity,wind_speed
2024-01-16 09:00:00,-3.959,88.409,2.023
2024-01-10 15:00:00,2.219,73.029,2.435
2024-10-19 05:00:00,4.474,79.102,1.622
2024-08-18 23:00:00,20.665,41.134,4.121
2024-10-24 15:00:00,3.124,71.864,1.219
2024-07-25 08:00:00,19.22,63.546,3.491
2024-06-25 07:00:00,22.518,52.557,1.8
2024-04-11 09:00:00,12.259,66.673,4.108
2024-03-11 18:00:00,14.537,55.036,2.281
2024-10-27 02:00:00,6.08,70.825,4.411
2024-08-16 18:00:00,21.267,55.926,3.134
2024-02-21 20:00:00,9.269,57.135,1.485
2024-03-11 16:00:00,10.348,67.74,2.105
2024-10-11 22:00:00,9.891,63.288,5.111
2024-07-13 11:00:00,23.18,57.455,1.053
2024-02-12 23:00:00,4.688,69.086,3.31
2024-05-06 02:00:00,21.026,50.906,4.216
2024-08-28 13:00:00,13.8,66.909,3.387
2024-01-10 14:00:00,-0.521,78.152,2.964
2024-09-19 05:00:00,9.854,74.953,4.934
2024-10-18 05:00:00,3.232,80.295,2.398
2024-08-05 21:00:00,25.907,42.659,1.059
2024-05-25 10:00:00,18.831,59.098,4.404
2024-12-24 23:00:00,1.117,76.198,
2024-09-19 10:00:00,7.808,72.201,4.531
2024-07-11 10:00:00,19.675,57.761,1.399
2024-11-07 02:00:00,2.387,76.335,1.587
2024-11-23 18:00:00,6.172,76.134,3.749
2024-03-10 22:00:00,15.206,57.895,2.293
2024-10-20 22:00:00,9.529,68.764,2.529
2024-10-31 17:00:00,3.308,79.272,6.451
2024-03-26 11:00:00,8.848,68.17,3.623
2024-06-27 22:00:00,29.529,47.285,1.414
2024-10-08 01:00:00,7.422,70.498,5.131
2024-08-25 12:00:00,14.866,64.096,0.706
2024-03-06 23:00:00,12.075,65.076,3.703
2024-07-07 22:00:00,28.245,43.202,3.882
2024-12-24 16:00:00,-2.467,77.504,3.912
2024-06-24 06:00:00,21.385,56.009,2.977
2024-04-29 08:00:00,16.361,64.3,2.089
2024-04-20 15:00:00,20.677,55.372,2.828
2024-03-03 16:00:00,10.232,62.98,4.832
2024-10-18 10:00:00,1.565,,3.375
2024-09-03 11:00:00,10.727,60.92,5.106
2024-11-27 19:00:00,6.019,78.279,3.001
2024-03-07 10:00:00,1.62,74.57,4.427
2024-07-01 00:00:00,24.545,42.681,3.417
2024-09-10 04:00:00,9.449,64.475,1.54
2024-04-26 18:00:00,23.23,46.727,1.884
2024-04-15 09:00:00,11.294,61.001,5.897
2024-06-13 14:00:00,24.858,48.469,4.549
2024-09-12 18:00:00,16.883,56.245,0.809
2024-04-09 12:00:00,15.653,59.194,2.092
2024-11-17 21:00:00,3.035,70.633,5.263
2024-03-10 10:00:00,4.682,76.32,3.123
2024-09-10 07:00:00,12.292,69.634,1.21
2024-11-02 17:00:00,7.704,68.66,4.555
2024-08-27 06:00:00,13.105,66.428,2.776
2024-07-12 21:00:00,28.077,46.744,1.715
2024-09-12 16:00:00,17.302,58.77,2.108
2024-02-03 01:00:00,2.197,76.617,1.304
2024-06-18 07:00:00,20.707,53.049,2.384
2024-04-09 13:00:00,16.878,60.709,0.908
2024-04-11 06:00:00,13.989,68.409,5.253
2024-12-09 23:00:00,5.566,76.631,5.585
2024-11-12 05:00:00,-0.201,87.321,1.339
2024-01-28 15:00:00,2.694,72.423,4.61
2024-11-11 06:00:00,-1.663,73.601,2.617
2024-03-31 11:00:00,11.294,67.228,2.357
2024-08-20 07:00:00,10.448,61.709,2.797
2024-01-06 10:00:00,-5.73,85.66,3.895
2024-07-23 03:00:00,22.083,57.993,4.262
2024-10-16 05:00:00,5.437,74.098,3.146
2024-11-04 13:00:00,5.351,80.778,2.55
2024-07-15 06:00:00,18.281,59.497,0.309
2024-02-22 06:00:00,5.367,81.126,3.507
2024-08-05 03:00:00,17.343,59.144,3.354
2024-04-14 17:00:00,19.376,51.206,4.035
2024-03-15 21:00:00,13.399,69.768,1.444
2024-04-28 21:00:00,23.725,46.935,2.858
2024-11-15 17:00:00,4.275,66.014,3.281
2024-10-18 23:00:00,11.429,61.852,1.907
2024-07-13 10:00:00,18.392,61.453,1.511
2024-12-28 17:00:00,4.175,74.428,3.564
2024-08-13 07:00:00,17.26,64.659,4.892
2024-11-28 13:00:00,-1.185,81.896,2.197
2024-08-25 05:00:00,12.199,60.291,2.525
2024-05-21 08:00:00,18.378,51.912,3.491
2024-04-25 07:00:00,15.924,63.654,1.137
2024-10-20 12:00:00,5.244,84.441,2.189
2024-03-20 14:00:00,15.119,67.739,2.798
2024-01-07 00:00:00,3.055,71.248,5.206
2024-10-20 03:00:00,6.975,77.784,2.363
2024-02-21 07:00:00,0.108,79.847,3.193
2024-09-24 01:00:00,12.228,67.526,4.763
2024-03-08 05:00:00,6.57,79.728,2.649
2024-11-20 06:00:00,-1.83,82.038,4.62
2024-11-24 02:00:00,6.156,72.615,3.678
2024-03-10 01:00:00,13.351,63.332,3.239
2024-12-17 13:00:00,-0.679,86.1,2.18
2024-10-16 09:00:00,4.615,77.528,1.777
2024-03-06 08:00:00,2.323,76.045,4.038
2024-07-07 15:00:00,25.854,52.256,4.758
2024-06-16 05:00:00,21.51,53.146,3.951
2024-06-30 15:00:00,26.055,48.246,3.218
2024-08-06 16:00:00,23.644,55.136,2.663
2024-11-24 22:00:00,1.053,70.504,3.204
2024-02-07 12:00:00,2.724,75.805,2.683
2024-04-08 02:00:00,18.037,58.029,1.108
2024-01-29 22:00:00,7.299,70.096,5.083
2024-03-06 00:00:00,11.097,,3.927
2024-10-24 07:00:00,2.18,78.74,2.819
2024-09-29 12:00:00,8.347,69.836,1.456
2024-08-19 11:00:00,12.575,67.923,0.311
2024-04-05 00:00:00,14.157,62.005,1.564
2024-02-01 09:00:00,1.208,87.833,2.819
2024-01-30 17:00:00,6.447,73.626,2.979
2024-08-20 21:00:00,24.472,57.952,2.315
2024-06-27 17:00:00,27.812,46.317,3.957
2024-10-11 06:00:00,2.441,78.572,4.528
2024-11-11 11:00:00,-0.329,82.382,1.534
2024-02-10 06:00:00,-0.146,79.32,3.388
2024-05-19 15:00:00,22.727,51.784,2.526
2024-04-03 02:00:00,12.684,56.092,2.076
2024-06-15 14:00:00,26.926,51.639,3.485
2024-01-05 14:00:00,-2.987,74.924,3.752
2024-04-01 16:00:00,19.709,61.7,2.885
2024-03-16 06:00:00,8.191,71.843,2.921
2024-11-28 01:00:00,3.832,74.507,1.661
2024-10-13 07:00:00,4.424,79.062,4.203
2024-05-28 08:00:00,19.55,55.405,3.109
2024-02-04 21:00:00,5.673,65.725,0.0
2024-11-20 22:00:00,5.164,69.434,4.395
2024-10-30 06:00:00,0.525,88.496,5.742
2024-05-23 19:00:00,24.308,41.686,5.283
2024-12-05 17:00:00,0.427,83.86,2.624
2024-05-06 23:00:00,22.907,46.022,3.83
2024-10-20 09:00:00,1.199,74.233,2.754
2024-08-31 16:00:00,16.099,55.469,4.506
2024-08-13 18:00:00,21.491,43.942,4.911
2024-06-12 18:00:00,28.58,43.826,5.196
2024-07-29 20:00:00,24.749,52.505,1.914
2024-05-31 05:00:00,19.38,58.889,2.311
2024-09-02 03:00:00,11.627,71.577,6.407
2024-06-02 00:00:00,23.417,50.155,1.163
2024-03-03 23:00:00,11.018,62.585,3.187
2024-01-21 23:00:00,5.644,73.658,3.165
2024-09-28 21:00:00,14.42,57.926,0.926
2024-08-04 23:00:00,22.385,44.077,2.533
2024-05-12 21:00:00,28.648,42.16,1.696
2024-07-08 14:00:00,25.888,54.788,3.039
2024-01-12 11:00:00,-1.048,89.078,3.189
2024-10-13 04:00:00,4.14,77.158,3.926
2024-05-30 14:00:00,24.525,45.592,2.632
2024-12-22 10:00:00,-1.748,90.211,2.883
2024-04-10 16:00:00,19.237,59.322,3.564
2024-01-08 12:00:00,-0.221,85.852,5.02
2024-11-30 12:00:00,-4.306,85.598,0.0
2024-09-29 14:00:00,6.691,66.125,2.062
2024-09-30 23:00:00,14.549,58.557,2.508
2024-04-30 10:00:00,16.574,53.953,2.555
2024-08-16 11:00:00,15.781,65.919,2.564
2024-01-04 16:00:00,1.458,68.413,4.653
2024-07-18 04:00:00,21.062,53.074,3.132
2024-06-22 12:00:00,21.208,61.95,1.494
2024-04-29 11:00:00,15.201,59.923,3.017
2024-02-16 00:00:00,9.539,70.094,5.188
2024-09-15 01:00:00,15.481,63.488,2.483
2024-11-10 20:00:00,8.937,68.192,2.552
2024-01-03 13:00:00,-1.01,78.656,3.919
2024-11-21 08:00:00,0.294,90.126,5.181
2024-01-11 19:00:00,6.128,63.883,3.12
2024-12-20 08:00:00,-6.468,86.66,2.07
2024-04-12 13:00:00,16.93,60.968,3.854
2024-10-21 15:00:00,4.98,72.184,1.483
2024-05-27 18:00:00,27.752,40.722,3.118
2024-12-17 10:00:00,-3.977,86.112,2.023
2024-08-23 15:00:00,16.871,51.78,1.093
2024-10-02 20:00:00,8.955,61.689,1.386
2024-11-01 13:00:00,5.307,75.218,2.771
2024-09-25 06:00:00,8.106,,4.378
2024-09-17 08:00:00,5.26,74.841,2.376
2024-12-02 13:00:00,1.505,85.046,3.271
2024-07-11 14:00:00,21.571,45.019,0.901
2024-11-26 14:00:00,0.567,75.419,3.033
2024-01-26 06:00:00,-2.473,83.47,4.196
2024-08-25 13:00:00,15.486,58.194,2.742
2024-04-10 01:00:00,17.598,53.458,3.201
2024-06-26 10:00:00,20.29,63.981,1.801
2024-12-05 15:00:00,0.39,73.111,4.048
2024-10-09 03:00:00,6.878,68.017,2.962
2024-09-15 12:00:00,8.631,71.502,2.752
2024-04-03 17:00:00,19.351,59.725,2.004
2024-03-28 03:00:00,13.153,57.213,3.737
2024-08-05 07:00:00,17.363,62.757,0.0
2024-01-05 13:00:00,-0.703,77.184,4.761
2024-02-13 22:00:00,7.504,62.789,2.233
2024-02-26 02:00:00,2.775,72.082,1.901
2024-12-06 07:00:00,-2.275,86.772,4.358
2024-11-13 12:00:00,-1.243,85.202,2.681
2024-08-20 15:00:00,19.575,54.28,1.153
2024-09-03 23:00:00,18.292,53.134,3.613
2024-09-27 23:00:00,10.613,68.697,3.814
2024-06-21 03:00:00,22.963,53.49,2.411
2024-05-02 23:00:00,24.321,48.771,2.943
2024-10-02 06:00:00,4.315,72.845,1.468
2024-04-09 06:00:00,13.205,61.783,1.972
2024-09-29 15:00:00,10.559,59.619,1.621
2024-05-11 04:00:00,19.164,55.699,0.079
2024-12-24 20:00:00,4.443,72.087,1.815
2024-05-14 14:00:00,20.986,52.903,0.969
2024-09-25 09:00:00,6.566,74.094,4.181
2024-08-15 03:00:00,17.879,61.58,2.898
2024-07-30 17:00:00,24.24,53.95,3.219
2024-10-11 10:00:00,1.311,74.724,4.841
2024-01-03 14:00:00,-1.632,78.176,3.406
2024-04-12 02:00:00,14.979,58.838,3.447
2024-11-26 11:00:00,0.503,83.981,2.527
2024-08-16 04:00:00,16.213,58.027,4.272
2024-03-31 16:00:00,13.365,46.283,2.44
2024-09-07 22:00:00,22.31,55.42,2.459
2024-04-30 16:00:00,18.032,47.308,2.025
2024-09-18 19:00:00,17.801,60.243,3.745
2024-07-06 03:00:00,20.746,46.901,4.259
2024-08-03 01:00:00,17.913,53.56,0.393
2024-11-26 08:00:00,-2.527,88.068,2.634
2024-06-13 10:00:00,21.434,49.984,3.64
2024-04-08 10:00:00,,64.334,2.007
2024-06-26 23:00:00,25.805,44.366,2.992
2024-09-25 01:00:00,9.284,62.655,2.892
2024-08-07 17:00:00,24.103,46.419,3.447
2024-02-21 04:00:00,6.172,70.69,1.448
2024-03-23 07:00:00,8.056,68.34,4.531
2024-09-14 10:00:00,12.329,71.916,2.582
2024-09-12 10:00:00,10.419,74.408,1.505
2024-02-17 18:00:00,7.21,63.101,3.976
2024-07-16 21:00:00,26.79,48.675,2.671
2024-03-18 15:00:00,9.475,64.786,2.118
2024-12-29 11:00:00,-2.066,83.845,4.85
2024-04-20 06:00:00,13.973,63.223,4.146
2024-10-06 20:00:00,14.327,61.105,1.839
2024-10-31 15:00:00,3.658,69.317,5.245
2024-05-03 20:00:00,21.782,47.074,4.779
2024-06-27 16:00:00,28.61,48.927,1.65
2024-10-21 08:00:00,2.056,85.359,2.429
2024-07-08 15:00:00,25.926,53.766,2.253
2024-03-19 12:00:00,9.746,69.521,3.047
2024-09-09 15:00:00,19.287,61.808,1.619
2024-10-30 02:00:00,6.724,74.019,4.612
2024-05-01 21:00:00,24.257,46.954,3.76
2024-05-14 04:00:00,17.848,56.891,0.435
2024-12-19 13:00:00,0.328,82.925,0.906
2024-01-03 09:00:00,-4.061,90.157,4.211
2024-07-10 17:00:00,27.758,46.107,1.27
2024-01-27 01:00:00,2.624,80.217,4.584
2024-08-11 10:00:00,16.031,58.183,4.064
2024-11-22 21:00:00,7.751,70.986,4.573
2024-07-24 09:00:00,17.795,57.984,3.787
2024-11-19 12:00:00,2.182,87.985,4.166
2024-11-10 03:00:00,0.977,79.432,0.543
2024-03-22 13:00:00,17.026,67.128,5.458
2024-04-01 11:00:00,10.441,69.108,2.426
2024-03-24 16:00:00,16.012,60.187,5.38
2024-02-10 17:00:00,3.001,65.244,5.233
2024-11-03 09:00:00,0.766,83.029,4.117
2024-09-10 21:00:00,16.045,55.452,1.381
2024-10-18 19:00:00,9.608,66.771,3.391
2024-01-26 17:00:00,6.518,69.79,3.929
2024-10-09 01:00:00,7.755,66.956,4.466
2024-07-16 07:00:00,20.61,57.012,2.884
2024-04-09 18:00:00,19.364,51.562,0.699
2024-06-15 13:00:00,22.356,46.655,4.06
2024-11-21 19:00:00,5.629,69.74,4.406
2024-08-03 06:00:00,16.242,58.644,1.422
2024-07-08 00:00:00,25.77,43.798,2.876
2024-03-13 08:00:00,4.661,73.158,2.468
2024-03-12 12:00:00,8.95,77.224,1.856
2024-03-14 00:00:00,11.585,66.936,2.497
2024-12-10 14:00:00,-2.522,82.324,4.652
2024-05-29 07:00:00,17.141,61.055,4.071
2024-03-27 08:00:00,9.602,72.477,4.243
2024-04-12 12:00:00,14.765,68.404,4.147
2024-10-30 22:00:00,7.822,67.617,3.091
2024-09-19 03:00:00,13.502,64.134,4.26
2024-06-20 07:00:00,18.736,61.705,3.14
2024-02-21 02:00:00,6.516,75.641,2.892
2024-11-13 05:00:00,-1.332,86.775,2.679
2024-06-22 04:00:00,22.934,54.391,2.491
2024-06-25 03:00:00,23.661,48.153,0.316
2024-04-07 11:00:00,11.642,67.34,2.32
2024-02-27 14:00:00,11.446,76.623,1.679
2024-10-06 01:00:00,11.504,66.316,2.589
2024-10-24 04:00:00,4.181,71.246,2.599
2024-01-06 23:00:00,3.686,72.486,4.976
2024-02-19 19:00:00,10.731,57.639,2.165
2024-07-31 12:00:00,20.884,63.24,2.231
2024-05-25 02:00:00,22.234,48.976,5.975
2024-09-20 13:00:00,8.112,66.14,4.063
2024-04-22 14:00:00,22.078,47.399,1.557
2024-01-02 13:00:00,-4.252,87.053,3.751
2024-01-24 02:00:00,2.75,77.453,3.747
2024-10-29 15:00:00,7.777,67.294,4.099
2024-08-23 16:00:00,21.105,59.416,0.939
2024-06-16 20:00:00,30.859,42.705,3.692
2024-02-01 10:00:00,-1.998,77.801,2.045
2024-01-31 19:00:00,8.726,77.164,2.044
2024-12-13 07:00:00,-3.106,89.86,2.061
2024-04-08 09:00:00,9.557,71.502,3.61
2024-02-28 02:00:00,7.098,76.341,2.259
2024-02-28 19:00:00,12.621,64.84,3.2
2024-02-03 18:00:00,6.588,69.159,1.803
2024-12-23 04:00:00,-1.229,75.091,1.052
2024-11-16 21:00:00,3.717,65.484,2.972
2024-09-24 08:00:00,4.554,78.256,2.792
2024-05-19 06:00:00,16.994,58.504,3.035
2024-09-08 22:00:00,17.625,57.908,1.446
2024-05-01 10:00:00,17.709,63.719,3.545
2024-07-11 15:00:00,25.593,44.937,1.752
2024-10-11 14:00:00,8.264,67.572,3.949
2024-07-02 00:00:00,26.296,45.559,4.286
2024-01-24 21:00:00,5.612,72.585,4.0
2024-12-30 07:00:00,-2.047,91.457,3.522
2024-04-18 09:00:00,14.997,64.904,3.532
2024-01-16 03:00:00,0.984,78.53,1.499
2024-12-21 06:00:00,-4.038,85.114,
2024-04-21 21:00:00,22.714,49.912,2.551
2024-11-16 10:00:00,-0.87,80.748,4.137
2024-10-10 06:00:00,3.688,77.796,3.142
2024-05-08 12:00:00,18.629,59.143,3.35
2024-11-27 21:00:00,3.866,71.4,2.196
2024-11-16 07:00:00,-1.029,87.017,4.278
2024-10-07 03:00:00,2.72,70.728,3.947
2024-11-14 23:00:00,4.312,74.602,4.186
2024-09-13 06:00:00,13.076,74.927,2.173
2024-10-06 04:00:00,8.583,75.162,3.431
2024-10-23 21:00:00,5.667,65.068,2.181
2024-10-29 00:00:00,2.844,67.942,4.193
2024-06-23 05:00:00,20.23,53.189,2.562
2024-08-28 08:00:00,12.71,74.171,2.747
2024-07-06 20:00:00,28.689,44.809,3.596
2024-09-13 08:00:00,7.743,72.406,2.428
2024-12-30 16:00:00,3.339,79.063,6.251
2024-06-12 14:00:00,25.635,49.049,4.57
2024-12-20 00:00:00,2.967,76.979,0.0
2024-03-08 11:00:00,8.778,73.791,5.083
2024-12-09 16:00:00,8.248,75.719,4.523
2024-02-23 04:00:00,8.981,76.051,2.027
2024-07-02 17:00:00,28.118,37.56,4.1
2024-04-11 04:00:00,16.461,66.156,4.984
2024-01-21 15:00:00,3.808,74.449,4.141
2024-09-02 11:00:00,13.822,74.017,3.939
2024-03-16 01:00:00,12.1,58.892,0.495
2024-10-24 20:00:00,11.574,63.99,1.618
2024-11-27 09:00:00,-5.534,83.043,2.093
2024-03-20 10:00:00,5.708,69.885,2.865
2024-02-05 20:00:00,8.121,66.438,1.464
2024-02-09 10:00:00,-1.835,76.35,2.874
2024-06-13 16:00:00,29.862,43.008,4.066
2024-02-20 15:00:00,9.536,72.688,2.241
2024-04-14 13:00:00,13.591,68.149,4.239
2024-05-28 23:00:00,26.475,46.025,3.646
2024-07-27 22:00:00,25.156,52.062,4.224
2024-04-17 09:00:00,15.493,63.416,5.032
2024-06-02 04:00:00,21.607,48.508,1.118
2024-03-08 22:00:00,13.875,61.163,4.267
2024-11-14 08:00:00,-5.639,85.788,2.057
2024-08-03 16:00:00,20.269,47.565,1.143
2024-12-20 02:00:00,-3.201,82.359,1.916
2024-09-15 10:00:00,13.384,75.598,2.371
2024-09-29 18:00:00,10.464,58.315,3.063
2024-08-18 01:00:00,18.037,52.404,1.743
2024-01-31 07:00:00,-0.202,79.853,1.475
2024-07-14 19:00:00,25.947,45.023,0.884
2024-06-17 03:00:00,24.678,57.136,3.096
2024-07-09 11:00:00,19.946,55.981,1.577
2024-07-12 22:00:00,27.822,47.945,3.454
2024-12-09 10:00:00,-3.608,85.714,5.36
2024-12-07 01:00:00,-1.107,79.804,4.284
2024-12-01 08:00:00,-5.772,90.036,1.466
2024-06-23 14:00:00,24.687,54.617,2.88
2024-09-30 20:00:00,17.497,56.655,1.546
2024-06-23 01:00:00,25.563,52.141,0.954
2024-10-06 16:00:00,13.021,73.227,2.962
2024-10-24 02:00:00,4.981,74.41,3.091
2024-04-06 21:00:00,20.529,47.587,1.206
2024-07-17 04:00:00,17.962,43.349,2.693
2024-01-16 19:00:00,3.705,74.924,1.229
2024-04-19 08:00:00,14.663,64.335,
2024-04-04 10:00:00,8.399,73.875,1.402
2024-09-14 20:00:00,16.887,61.015,1.476
2024-03-26 12:00:00,10.053,64.696,5.784
2024-09-15 20:00:00,15.865,61.045,2.365
2024-11-16 05:00:00,0.653,84.347,4.592
2024-10-18 06:00:00,3.759,84.447,3.089
2024-06-06 21:00:00,29.899,36.026,2.583
2024-01-18 15:00:00,,68.696,2.938
2024-12-08 18:00:00,2.89,71.129,3.102
2024-11-05 18:00:00,5.898,65.802,2.655
2024-08-07 16:00:00,19.857,57.005,1.543
2024-01-28 20:00:00,1.865,66.201,2.665
2024-02-10 15:00:00,2.17,70.056,2.28
2024-07-20 02:00:00,22.51,52.329,4.396
2024-04-22 10:00:00,16.112,62.36,0.357
2024-09-13 16:00:00,15.393,59.417,1.491
2024-06-01 07:00:00,20.204,61.153,2.178
2024-01-18 16:00:00,4.651,75.127,1.775
2024-07-14 03:00:00,20.633,53.642,0.415
2024-01-27 16:00:00,3.904,76.339,4.003
2024-03-09 04:00:00,6.022,76.049,3.603
2024-03-13 09:00:00,4.772,75.113,2.101
2024-10-29 16:00:00,6.03,73.327,3.531
2024-06-22 02:00:00,25.769,41.944,1.761
2024-08-16 13:00:00,18.849,55.547,3.399
2024-04-23 18:00:00,24.309,49.625,1.681
2024-10-26 01:00:00,4.079,74.279,2.591
2024-10-16 17:00:00,8.154,67.435,1.658
2024-03-26 06:00:00,9.773,76.125,5.145
2024-05-20 13:00:00,24.627,56.89,3.962
2024-12-06 03:00:00,-0.787,80.333,4.488
2024-02-06 21:00:00,11.094,68.464,2.943
2024-03-22 12:00:00,6.569,72.371,4.222
2024-11-18 06:00:00,-1.61,84.297,3.184
2024-11-10 22:00:00,4.474,68.071,1.505
2024-07-15 02:00:00,25.373,48.147,1.667
2024-06-06 16:00:00,26.525,39.701,1.777
2024-08-08 05:00:00,17.782,57.163,3.66
2024-11-10 05:00:00,-0.328,85.529,1.979
2024-02-20 11:00:00,2.18,83.042,1.69
2024-06-16 08:00:00,19.116,64.403,3.972
2024-10-10 11:00:00,7.842,78.421,4.675
2024-05-02 12:00:00,19.887,64.619,3.96
2024-01-28 11:00:00,-0.452,82.68,4.598
2024-05-19 08:00:00,16.569,64.81,2.715
2024-12-17 07:00:00,-4.0,92.491,1.876
2024-01-26 12:00:00,0.888,83.568,3.906
2024-12-21 15:00:00,2.322,69.949,2.311
2024-12-30 02:00:00,2.885,76.285,4.115
2024-07-27 11:00:00,18.132,56.59,4.22
2024-05-15 04:00:00,19.547,51.063,0.0
2024-05-04 12:00:00,16.359,60.824,4.057
2024-08-01 20:00:00,25.601,34.234,2.18
2024-04-25 09:00:00,,68.554,2.697
2024-01-10 06:00:00,-1.435,85.125,2.529
2024-09-20 15:00:00,13.84,64.085,4.307
2024-07-29 17:00:00,24.162,48.126,2.001
2024-09-03 21:00:00,17.478,53.271,4.307
2024-07-16 17:00:00,25.065,48.172,1.539
2024-06-10 20:00:00,27.733,44.199,4.307
2024-10-30 07:00:00,1.66,74.475,5.192
2024-04-22 05:00:00,15.386,63.017,2.907
2024-01-06 09:00:00,-4.245,88.199,4.341
2024-12-06 06:00:00,-0.034,91.89,3.53
2024-05-02 13:00:00,18.218,54.171,2.886
2024-03-05 16:00:00,9.355,61.544,5.755
2024-06-18 10:00:00,20.874,61.688,3.286
2024-07-26 06:00:00,15.564,62.704,2.835
2024-11-18 05:00:00,-1.183,85.856,5.595
2024-04-11 10:00:00,13.378,68.95,3.132
2024-02-11 09:00:00,-0.393,82.518,2.966
2024-10-27 03:00:00,2.062,71.411,3.505
2024-04-13 03:00:00,17.081,56.795,3.558
2024-08-02 15:00:00,20.256,50.392,1.853
2024-09-07 21:00:00,18.942,51.677,1.925
2024-02-05 04:00:00,2.055,75.853,2.453
2024-07-27 23:00:00,23.461,36.978,3.721
2024-09-26 09:00:00,8.048,71.756,1.272
2024-09-08 13:00:00,10.071,69.008,2.896
2024-12-15 14:00:00,0.738,76.757,3.424
2024-01-25 01:00:00,4.684,80.758,4.616
2024-12-06 16:00:00,5.168,69.272,2.715
2024-04-25 20:00:00,24.544,52.566,1.316
2024-11-18 15:00:00,3.757,72.358,4.612
2024-04-09 22:00:00,19.887,56.065,3.514
2024-09-04 17:00:00,19.293,57.299,3.975
2024-03-30 04:00:00,12.352,66.572,3.149
2024-07-12 15:00:00,24.065,53.228,2.628
2024-08-18 11:00:00,14.016,62.322,2.155
2024-08-25 23:00:00,17.876,44.37,2.015
2024-11-16 22:00:00,4.138,68.846,3.29
2024-03-01 22:00:00,11.233,,5.217
2024-11-11 20:00:00,8.586,69.51,1.755
2024-03-27 21:00:00,15.109,57.85,4.24
2024-05-12 09:00:00,16.725,61.013,0.773
2024-03-08 15:00:00,9.371,63.006,5.32
2024-01-01 04:00:00,-2.156,86.385,3.315
2024-01-15 23:00:00,2.544,71.273,0.773
2024-10-13 08:00:00,0.658,73.523,3.676
2024-02-18 19:00:00,10.266,67.691,3.498
2024-11-28 00:00:00,2.029,72.584,0.611
2024-07-18 07:00:00,16.935,56.085,3.126
2024-04-20 01:00:00,18.747,53.819,1.313
2024-10-16 03:00:00,3.152,72.122,2.127
